,price,expenses,m2,rooms,bathrooms,years,address,barrio,subbarrio,note,link
10,179900,8300,80,3,1,56,"Gurruchaga 500, Piso 2",Villa Crespo,,"DUEÑO DIRECTO VENDE DEPARTAMENTO,LUMINOSO,AMPLIO Y DOBLE CIRCULACIÓN,EN ESCLUSIVA ZONA DE VILLA CRESPO.  SIN INTERMEDIARIOS Y SIN COMISIONES.",/departamento-en-venta-en-villa-crespo-4-ambientes--11119731
11,57000,4834,31,0,1,5,Avenida San Martin 5700,Villa del Parque,,VENTA DEPARTAMENTO MONOAMBIENTE VILLA DEL PARQUE,/departamento-en-venta-en-villa-del-parque-1-ambiente--11280123
12,69900,6000,40,1,1,40,Adolfo P. Carranza 2500,Villa del Parque,,VENTA DEPARTAMENTO 2 AMBIENTES VILLA DEL PARQUE,/departamento-en-venta-en-villa-del-parque-2-ambientes--11054461
13,380000,35000,160,3,3,20,Gral Emilio Conesa 2900,Belgrano,,Dueño vende departamento en Belgrano. Sin comisión.,/departamento-en-venta-en-belgrano-5-ambientes--8892003
14,109000,9000,39,1,1,25,"Jorge Luis Borges 2400, Piso 4", Palermo,Palermo Soho,Hermoso Depto 2 Amb RENOVADO - Plaza Italia a metros del subte - PALERMO - OPORTUNIDAD,/departamento-en-venta-en-palermo-soho-2-ambientes--5204665
15,230000,20000,95,3,3,45,Amenabar 2200,Belgrano,,DEPTO 4 AMBIENTES c/ DEPENDENCIA c/ COCHERA,/departamento-en-venta-en-belgrano-4-ambientes--11339652
16,142000,NaN,49,2,1,0,Monroe 5866,Villa Urquiza,,Departamento 3 Ambientes - Villa Urquiza,/departamento-en-venta-en-villa-urquiza-3-ambientes--9869140
17,125000,NaN,49,1,1,,"Av Constituyente 4800, Piso 4",Villa Urquiza,,VENTA Semipiso 2 amb AV CONSTITUYENTE 4800,/departamento-en-venta-en-villa-urquiza-2-ambientes--10056070
18,140000,12500,55,2,1,45,Echeverria al 2700,Belgrano,,Departamento - 3 ambientes con Balcon.,/departamento-en-venta-en-belgrano-3-ambientes--8305910
19,215000,21000,88,3,2,60,"Gral Lucio Mansilla 3300, Piso pb", Barrio Norte,Parque Las Heras,Departamento en venta en Parque Las Heras,/departamento-en-venta-en-parque-las-heras-4-ambientes--11206286
0,280000,35000,100,3,2,45,"AGUERO 1900, Piso 9",Barrio Norte,,"Departamento - Venta - Argentina, Capital Federal - AGUERO 1900",/departamento-en-venta-en-barrio-norte-4-ambientes--11029702
1,89900,7500,45,2,1,70,"LAPRIDA 1300, Piso 6",Barrio Norte,,"3 amb en Barrio Norte 95 K, oportunidad",/departamento-en-venta-en-barrio-norte-3-ambientes--11343267
2,258093,NaN,"70,14",2,2,,"Franklin D Roosevelt 3100, Piso 7",Belgrano,,Palacio Roccataglita,/departamento-en-venta-en-belgrano--8915540
3,88000,6500,40,1,1,49,Juncal 2300, Barrio Norte,Recoleta,DEPARTAMENTO 2 AMB. RECOLETA,/departamento-en-venta-en-recoleta-2-ambientes--10837889
4,160000,11000,45,1,1,1,Avda. Cramer 2200, Belgrano,Belgrano C,Excelente departamento a estrenar sobre Avenida Crámer entre Olazábal y Mendoza.,/departamento-en-venta-en-belgrano-c-2-ambientes--11084216
5,221000,14280,77,3,1,52,"TALCAHUANO 1000, Piso 6", Barrio Norte,Recoleta,"Departamento - Venta - Argentina, Capital Federal - TALCAHUANO 1000",/departamento-en-venta-en-recoleta-4-ambientes--11029360
6,600000,25000,167,3,4,9,Pinto 3900,Nuñez,,IMPEC SEMIPISO! Espec Terraza al fte c/ vista abta! M/lum! Piscina! Jardín! Parrilla! 2 coch! OPORT!,/departamento-en-venta-en-nunez-5-ambientes--11111109
7,169000,15000,60,1,2,6,AV. LIBERTADOR 7700,Nuñez,,IMPEC! Bcn corr c/vista abta! T/luz y sol! Excel distrib! Full Amenities! Coch! Vig 24! Apto! OPORT!,/departamento-en-venta-en-nunez-2-ambientes--11324751
8,470000,28000,116,3,3,22,"AV DEL LIBERTADOR 7800, Piso 11",Nuñez,,"Departamento - Venta - Argentina, Capital Federal - AV DEL LIBERTADOR 7800",/departamento-en-venta-en-nunez-4-ambientes--11027201
9,250000,13800,82,2,1,40,Pico al 1900,Nuñez,,Departamento - Nuñez,/departamento-en-venta-en-nunez-4-ambientes--10885520
10,260000,21700,83,3,3,12,Ramallo 2500,Nuñez,,"Departamento Semipiso  en Venta ubicado en Núñez, Capital Federal - NUN3499_LP400915_3",/departamento-en-venta-en-nunez-4-ambientes--11210547
11,68200,NaN,25,0,1,,"Quesada 1800, Piso 1",Nuñez,,Oportunidad en MOOD Quesada,/departamento-en-venta-en-nunez--11227727
12,479000,7000,118,3,3,,O'Higgins 4100,Nuñez,,"Departamento Triplex  en Venta ubicado en Núñez, Capital Federal, Buenos Aires - NUN3618_LP474718_1",/departamento-en-venta-en-nunez-4-ambientes--9886748
13,148000,6600,70,3,1,40,Directorio  al 400,Caballito,,Departamento - Caballito 4 ambientes,/departamento-en-venta-en-caballito-4-ambientes--11332848
14,120000,16000,56,2,1,45,Ciudad De La Paz 1300,Belgrano,,OPORTUNIDAD DEPTO 3 AMBIENTES C/ BALCÓN Y COCHERA,/departamento-en-venta-en-belgrano-3-ambientes--11340187
15,700000,15000,130,3,3,2,"Asuncion 3300, Piso 4",Villa Devoto,,Semipiso de 4 ambientes a estrenar c/terraza propia y 3 coch,/departamento-en-venta-en-villa-devoto-4-ambientes--4076847
16,215000,11684,70,2,1,50,Migueletes al 1600, Belgrano,Belgrano Barrancas,VENTA DEPARTAMENTO 3 AMBIENTES EN BELGRANO CHICO,/departamento-en-venta-en-belgrano-barrancas-3-ambientes--8313673
17,119900,NaN,55,1,1,52,Avenida Olazábal 2700,Belgrano,,Departamento 2 amb en Belgrano BALCON ATERRAZADO,/departamento-en-venta-en-belgrano-2-ambientes--11183010
18,69900,9600,36,1,,,"Gral O Higgins 2100, Piso 7",Belgrano,,Muy Luminosos - Lavadero Incorporado,/departamento-en-venta-en-belgrano-2-ambientes--11147953
19,139000,17490,39,1,1,10,"La Pampa 2100, Piso 6",Belgrano,,"Exc 2 amb, suite, toilette, apto profesional",/departamento-en-venta-en-belgrano-2-ambientes--8432582
0,165000,7500,59,2,2,8,"Blanco Encalada 5200, Piso 3",Villa Urquiza,,Blanco Encalada 5200 Semipiso 3 ambientes con baulera y cochera. Amenities,/departamento-en-venta-en-villa-urquiza-3-ambientes--11315014
1,375000,18000,115,3,2,,"Franklin D. Roosevelt 5600, Piso 15",Villa Urquiza,,Semipiso en Altura - 4 Ambientes - Torre Urquiza Roosevelt,/departamento-en-venta-en-villa-urquiza-4-ambientes--6695666
2,82000,9000,50,1,1,50,Vidal al 2500,Belgrano,,VENTA DEPARTAMENTO 2 AMBIENTES EN BELGRANO,/departamento-en-venta-en-belgrano-2-ambientes--9540360
3,250000,16000,89,3,2,50,Av Scalabrini Ortiz al 2200,Palermo,,Departamento - Palermo,/departamento-en-venta-en-palermo-4-ambientes--10739688
4,117000,NaN,44,1,1,0,Doctor Eleodoro Lobos 300,Caballito,,VENTA DEPARTAMENTO 2 AMBIENTES A ESTRENAR,/departamento-en-venta-en-caballito-2-ambientes--10922001
5,120000,NaN,,1,1,,"Arenales 3600, Piso PB", Barrio Norte,Recoleta,Departamento en venta en Recoleta,/departamento-en-venta-en-recoleta-2-ambientes--11288144
6,215000,13500,64,2,2,22,"Ciudad De La Paz 3200, Piso 8",Nuñez,,"DUEÑO DIRECTO VENDE EXCELENTE SEMIPISO 3 AMBIENTES CON COCHERA. 5 CUADRAS SUBTE D, 1 CUADRA DE CABILDO. INMEJORABLE UBICACIÓN.",/departamento-en-venta-en-nunez-3-ambientes--8239263
7,300000,20000,84,3,2,60,"Juncal 3700, Piso 9",Palermo,,4 amb. Semi-piso a la calle balcón terraza,/departamento-en-venta-en-palermo-4-ambientes--10798772
8,165000,21000,35,1,1,10,FRENCH entre AGUERO y AUSTRIA, Barrio Norte,Recoleta,Hermoso Piso de 2 ambientes con terraza,/departamento-en-venta-en-recoleta-2-ambientes--10897159
9,85000,10000,35,0,1,3,SERRANO entre VERA y RAMIREZ DE VELAZCO,Palermo,,Departamento de 1 ambiente en venta en Villa Crespo,/departamento-en-venta-en-palermo-1-ambiente--10344467
10,290000,5000,59,2,2,0,Pareja 3500,Villa Devoto,,3 ambientes A ESTRENAR en Devoto. En Venta. c/ 2 cocheras,/departamento-en-venta-en-villa-devoto-3-ambientes--9046817
11,NaN,15000,75,2,2,15,"Olazábal 2800, Piso 2", Belgrano,Belgrano R,"Departamento en venta en Belgrano R - Dueño Directo, sin Comisión",/departamento-en-venta-en-belgrano-r-3-ambientes--10882811
12,398000,NaN,136,3,3,0,"Puan 300, Piso 2º",Caballito,,Piso 4 Ambientes Con dependencia - Smart Building,/departamento-en-venta-en-caballito-4-ambientes--10881460
13,234369,23000,,3,1,45,"Lafinur 3100, Piso 7", Palermo,Palermo Chico,DUEÑO  VENDE SEMIPISO 4 AMB EN PALERMO CHICO (sin comisión inmobiliaria),/departamento-en-venta-en-palermo-chico-4-ambientes--11294225
14,115000,NaN,,1,1,0,"Bauness 2000, Piso 7", Villa Urquiza,Urquiza R,Bauness 2000 - 2 Ambientes 41m2,/departamento-en-venta-en-urquiza-r-2-ambientes--6371392
15,125000,NaN,45,1,1,0,"Bauness 2000, Piso 1", Villa Urquiza,Urquiza R,Bauness 2000 - Excelentes semipisos de dos ambientes - Entrega inmediata,/departamento-en-venta-en-urquiza-r-2-ambientes--6156912
16,415000,55000,187,3,2,70,Av. Callao 1900, Barrio Norte,Recoleta,"Excelente semipiso - Depto 5 Amb. C/dep - Recoleta, Capital Federal",/departamento-en-venta-en-recoleta-5-ambientes--11284157
17,83000,8500,30,0,1,40,"AGÜERO 1600, Piso 8", Barrio Norte,Recoleta,MONOAMBIENTE 8°piso frente con balcón,/departamento-en-venta-en-recoleta-1-ambiente--11305366
18,125000,18000,66,2,1,40,Roosevelt al 2500,Belgrano,,Departamento - Belgrano,/departamento-en-venta-en-belgrano-3-ambientes--8474992
19,235000,18000,80,3,2,,"Chivilcoy 3100, Piso 10",Villa Devoto,,Excelente departamento 4amb al frente con balcon y espacio guardacoche. A 4 cuadras plaza arenales,/departamento-en-venta-en-villa-devoto-4-ambientes--10892971
0,85000,NaN,36,1,1,,"Dr C Argerich 3100, Piso 7",Villa del Parque,,Argerich 3100 Depto 2 Amb Con Bcon V. Del Parque,/departamento-en-venta-en-villa-del-parque-2-ambientes--11224657
1,95000,4500,39,1,1,60,"Rosario 800, Piso 1",Caballito,,"Departamento en venta en Caballito. Dueño directo, primer piso por escalera.",/departamento-en-venta-en-caballito-2-ambientes--11058623
2,245000,12000,82,2,2,40,"Olleros 1600, Piso 11",Belgrano,,Espectacular  vista Bosque y Rio....,/departamento-en-venta-en-belgrano-3-ambientes--8945671
3,200000,10500,61,3,1,,"11 De Septiembre 2200, Piso 9", Belgrano,Belgrano Barrancas,Dueño vende departamento en Belgrano Barrancas,/departamento-en-venta-en-belgrano-barrancas-4-ambientes--11288778
4,110000,NaN,39,1,1,49,"O`Higgins 2000, Piso 2",Belgrano,,"Vendo lindìsmo departamento de 2 ambientes al frente, excelente ubicaciòn, apto profesional",/departamento-en-venta-en-belgrano-2-ambientes--11107106
5,100000,7500,39,1,1,40,Av. Cabildo al 3000,Nuñez,,"Departamento 2 ambientes con balcón - Belgrano, excelente ubicación",/departamento-en-venta-en-nunez-2-ambientes--10824542
6,179000,23000,100,4,3,38,"Naon 2300, Piso 4", Belgrano,Belgrano R,4 AMB + dependencia + Cochera + Balcón corrido al frente,/departamento-en-venta-en-belgrano-r-5-ambientes--9861907
7,98000,8000,35,1,1,60,Vidal al 2000,Belgrano,,Departamento - Belgrano,/departamento-en-venta-en-belgrano-2-ambientes--11172073
8,41514,NaN,21,1,1,,Juan B Justo al 4000,Caballito,,Departamento Monoambiente en excelente zona muy luminoso con amenities,/departamento-en-venta-en-caballito-1-ambiente--8201981
9,190000,3800,83,3,2,50,"Monroe 2100, Piso 2",Belgrano,,RETASADO!!! Refaccionado a Nuevo Dpto. 4 Amb. Excelente Zona,/departamento-en-venta-en-belgrano-4-ambientes--5893855
10,215000,16000,57,1,2,0,Mendoza 1500,Belgrano,,"Departamento  en Venta ubicado en Belgrano, Capital Federal, Buenos Aires - NUN3663_LP481789_1",/departamento-en-venta-en-belgrano-2-ambientes--10578443
11,94000,11000,37,1,1,37,Elcano al 3400,Belgrano,,Departamento de 2 ambientes en venta en Belgrano,/departamento-en-venta-en-belgrano-2-ambientes--9082318
12,100000,NaN,34,0,1,40,"Gallo 1000, Piso 5",Barrio Norte,,Excelente monoambiente cerca  de todas las universidades,/departamento-en-venta-en-barrio-norte-1-ambiente--7281906
13,87000,NaN,35,,,,Gral O Higgins 3300,Nuñez,,COMODO DTO 2 AMB +COCINA INDEPENDIENTE Y BALCON,/departamento-en-venta-en-nunez--10905095
14,90000,6730,45,1,1,44,PACHECO DE MELO JOSE A. 1800,Barrio Norte,,"DEPARTAMENTO 2 AMBIENTES - BARRIO NORTE, CAPITAL FEDERAL",/departamento-en-venta-en-barrio-norte-2-ambientes--11057940
15,68000,7000,30,0,1,30,Amenabar 600,Belgrano,,MONOAMBIENTE C/BALCÓN ATERRAZADO - PISO ALTO - BELGRANO,/departamento-en-venta-en-belgrano-1-ambiente--11308179
16,162000,14000,83,2,1,38,"Ambrosetti 200, Piso 8",Caballito,,VENTA 3 amb Caballito - Ambrosetti 200,/departamento-en-venta-en-caballito-3-ambientes--10746526
17,1020000,100000,212,3,4,50,Kennedy 2900,Palermo,,PISO Kennedy 2900 vista al rio,/departamento-en-venta-en-palermo-4-ambientes--11321933
18,245000,9950,72,2,2,30,Darregueira 2100, Palermo,Palermo Hollywood,"Muy lindo departamento de 3 ambientes en excelente estado con cochera fija (de 12,5 m²).",/departamento-en-venta-en-palermo-hollywood-3-ambientes--11332258
19,109000,9600,55,2,1,57,Fray Justo Santa María de Oro 2400,Palermo,,DEPARTAMENTO 3 AMBIENTES VENTA PALERMO CON BALCÓN,/departamento-en-venta-en-palermo-3-ambientes--11333776
0,122000,9032,40,1,1,3,Bonpland 2200,Palermo,,Depto 2 ambientes Balcón Pileta Sum P. Hollywood,/departamento-en-venta-en-palermo-2-ambientes--11231044
1,98000,NaN,41,1,1,3,Godoy Cruz 2800,Palermo,,SEMIPISO 2 AMBIENTES A ESTRENAR CON BALCÓN,/departamento-en-venta-en-palermo-2-ambientes--9029841
2,255000,26800,110,3,2,4,"Av. Monroe 4900, Piso 14",Villa Urquiza,,"Dueño Vende Sin Comisión, 4 Ambientes En Dúplex C/dependencia, Balcón Y Cochera Fija",/departamento-en-venta-en-villa-urquiza-4-ambientes--11332297
3,380000,19000,115,3,2,35,Av diaz velez 5300,Caballito,,Departamento en venta en Caballito ENVIAR MAIL PARA CONTACTAR,/departamento-en-venta-en-caballito-4-ambientes--10924163
4,205000,15000,76,3,2,30,"Yerbal 400, Piso 2", Caballito,Parque Rivadavia,3 ambientes frente con cochera + dependencia - sup. total 83 m2,/departamento-en-venta-en-parque-rivadavia-4-ambientes--10881916
5,75526,NaN,38,1,1,0,Av. Juan B. Justo 4000,Caballito,,Depto Premium Venta 2 Amb+Balcón+Patio Caballito,/departamento-en-venta-en-caballito-2-ambientes--9147661
6,399000,22000,109,4,3,20,Cramer al 2300 entre Av. Olazabal y Blanco Encalada,Belgrano,,Departamento 5 ambientes Venta - Belgrano,/departamento-en-venta-en-belgrano-5-ambientes--9012050
7,275000,18000,123,3,2,51,Sucre al 2600,Belgrano,,VENTA DEPARTAMENTO 4 AMBIENTES EN BELGRANO,/departamento-en-venta-en-belgrano-4-ambientes--9887313
8,109000,NaN,43,1,1,0,Doctor Eleodoro Lobos 300,Caballito,,VENTA DEPARTAMENTO 2 AMBIENTES A ESTRENAR,/departamento-en-venta-en-caballito-2-ambientes--10920328
9,63900,4300,34,1,1,,Yerbal 800,Caballito,,MONOAMBIENTE DIVISIBLE EN ESPECTACULAR ESTADO. REMODELADO A NUEVO EXCELENTE UBICACION. CABALLITO,/departamento-en-venta-en-caballito-1-ambiente--10159396
10,79000,5500,,1,1,,Montevideo 900, Barrio Norte,Recoleta,Dueño vende  depto refaccionado y luminoso s/comision cochera optativa y vigilancia,/departamento-en-venta-en-recoleta-2-ambientes--10357846
11,127200,9000,46,1,1,0,PLANES Y H. PUEYRREDON,Caballito,,Departamento de 2 ambientes en venta a estrenar en Caballito,/departamento-en-venta-en-caballito-2-ambientes--9082761
12,120000,NaN,62,2,1,50,Luis Maria Drago 400,Villa Crespo,,Departamento 3 Amb  65m2,/departamento-en-venta-en-villa-crespo-3-ambientes--11290281
13,105000,NaN,71,1,1,,"Esteban A Gascon 100, Piso PB",Almagro,,Dueño Directo! Venta Dpto 2 ambientes con Patio,/departamento-en-venta-en-almagro-2-ambientes--6683219
14,285000,23000,"90,62",3,3,50,"LUIS MARÍA CAMPOS 500, Piso 7", Belgrano,Las Cañitas,LUIS MARÍA CAMPOS 545. DEPTO DE 100 M2 EN CAÑITAS,/departamento-en-venta-en-las-canitas-4-ambientes--8910685
15,66900,3800,30,1,1,,Concordia 3500,Villa Devoto,,Departamento en venta en Villa Devoto,/departamento-en-venta-en-villa-devoto-2-ambientes--11309502
16,105000,11000,50,1,1,20,Virrey Olaguer  y Feliu 3100,Colegiales,,Espec! 2 Balcones C/vista Abta! M/lum! T/Luz y sol! Excel Distrib! Suite! Pileta! Parrilla! Laundry!,/departamento-en-venta-en-colegiales-2-ambientes--8060549
17,140000,11000,55,2,1,,PALPA 2500,Colegiales,,IMPEC! Bcn c/vista abta T/luz y sol! T/externo! T/a nuevo! Excel distrib! Lav! Bajas expensas! OPORT,/departamento-en-venta-en-colegiales-3-ambientes--9772565
18,107000,NaN,"41,38",1,1,7,Palpa 2500,Colegiales,,Palpa 2500 Semipiso 2 amb al frente con balcón Colegiales,/departamento-en-venta-en-colegiales-2-ambientes--11348928
19,85000,7000,65,2,1,,VIRREY CEVALLOS 900,Congreso,,IMPEC SEMIPISO! Bcn al fte c/vista abta a copa de árboles! T/luz y sol! Excel distrib! Lav! OPORT!,/departamento-en-venta-en-congreso-3-ambientes--11053843
0,63000,3000,45,1,1,,Domingo F Sarmiento 1700,Congreso,,Impec! M/Lum! Excel distrib! Balcón Francés! Placard! 2 Ascen! Bajas expensas! Apto prof! OPORT!,/departamento-en-venta-en-congreso-2-ambientes--6693326
1,85000,6000,95,3,2,,Av. RIVADAVIA 2300,Congreso,,PH! Patio propio! M/lum! Excel distrib! Toil! Lav! Doble circ! Bajas expensas! Apto! 95 Mts! OPORT!,/departamento-en-venta-en-congreso-4-ambientes--10651376
2,40000,10000,40,0,1,,AV. RIVADAVIA 1600,Congreso,,Impec! M/lum! Amplio Monoambiente! Ideal oficina! Excel distrib! Baño y cocina a nuevos! Vig! OPORT!,/departamento-en-venta-en-congreso-1-ambiente--10900732
3,128000,9000,75,2,1,,Solis 200,Congreso,,"HERMOSO DTO. DE ESTILO DE 3 AMB.+ESCRITORIO, BAÑO Y TOILETTE+ BAULERA, AL FRENTE Y LUMINOSO",/departamento-en-venta-en-congreso--10232187
4,280000,17000,110,3,,40,"J De Amenabar 2500, Piso 11",Belgrano,,Excelente triplex 4 balcones terraza y parrilla,/departamento-en-venta-en-belgrano-4-ambientes--3362366
5,120000,7800,42,1,1,12,Jose I Gorriti 3600,Palermo,,Impecable departamento de excelente ubicación en  Palermo.,/departamento-en-venta-en-palermo-2-ambientes--8522227
6,189000,14000,104,2,2,,"Av B Rivadavia 5300, Piso 5",Caballito,,"DUEÑO VENDE AMPLIO 3 AMBIENTES RECICLADO CON DEPENDENCIA, 2 baños  y 1 toilette.",/departamento-en-venta-en-caballito-3-ambientes--11274045
7,81500,5000,54,1,2,10,Juan Bautista Alberdi 2916,Flores,,Departamento 2 ambientes en Dúplex - Baño y Toilette - 2º piso por escalera -,/departamento-en-venta-en-flores-2-ambientes--11225263
8,NaN,NaN,108,3,2,0,Felipe Vallese 1946,Flores,,Venta Depto 4 amb con Balcón Tza - Opc Coch - Flores,/departamento-en-venta-en-flores-4-ambientes--9741538
9,95000,7539,45,1,1,30,"Billinghurst 1300, Piso 7", Barrio Norte,Recoleta,DEPARTAMENTO DOS AMBIENTES Y MEDIO CON BALCON AL FRENTE,/departamento-en-venta-en-recoleta-2-ambientes--9351378
10,107000,3800,53,1,1,0,"Av. Juan Bautista Alberdi 2200, Piso 2º",Flores,,Departamento de 2 ambientes - Full Amenities,/departamento-en-venta-en-flores-2-ambientes--11084102
11,315000,15000,84,3,2,1,Roosevelt 5600,Villa Urquiza,,4 Ambientes con 2 COCHERAS FIJAS - Torre Urquiza Roosevelt,/departamento-en-venta-en-villa-urquiza-4-ambientes--7263154
12,239500,9000,94,2,2,30,Moldes al 2400 entre Blanco encalada y Av. Monroe,Belgrano,,Departamento 3 ambientes Venta - Belgrano,/departamento-en-venta-en-belgrano-3-ambientes--8909728
13,143000,6800,60,2,1,40,"Arribeños al 2200, entre Mendoza y Olazabal",Belgrano,,Departamento 3 ambientes Venta - Belgrano,/departamento-en-venta-en-belgrano-3-ambientes--9206561
14,74500,4600,31,1,1,44,Freire 2000,Belgrano,,VENTA DEPARTAMENTO 2 AMBIENTES BELGRANO BALCÓN VISTA ABIERTA,/departamento-en-venta-en-belgrano-1-ambiente--11326293
15,335000,10000,,2,2,5,Nueva York 4400,Villa Devoto,,Semipiso de Categoria en Villa Devoto,/departamento-en-venta-en-villa-devoto-3-ambientes--8925606
16,65000,5600,28,0,1,0,Soler al 5800,Palermo,,Departamento - financiacion directa Dueño,/departamento-en-venta-en-palermo-1-ambiente--10344392
17,NaN,18000,101,3,2,,"3 De Febrero 2100, Piso 2",Belgrano,,Semipiso 4 amb con Dependencia y cochera (BELGRANO),/departamento-en-venta-en-belgrano-4-ambientes--9898041
18,198000,NaN,65,2,2,0,"Av Tte Gral Donato Alvarez 400, Piso 4",Caballito,,ZAFIRO BLUE   3 ambientes al frente 2 balcones  Parrila propiaCochera fija,/departamento-en-venta-en-caballito-3-ambientes--10382877
19,102000,6600,30,0,,10,"Amenabar 1700, Piso 3",Belgrano,,MONOAMBIENTE AL FTE.CON BALCON  ¡EXCELENTE!!!!!!,/departamento-en-venta-en-belgrano--11245289
0,119000,5623,44,1,1,0,Pacheco al 2600,Villa Urquiza,,2 amb a estrenar con detalles de categoría - 47m2 - Villa Urquiza,/departamento-en-venta-en-villa-urquiza-2-ambientes--11350261
1,115000,2500,43,1,2,0,Nahuel Huapi 5800,Villa Urquiza,,"DUEÑO DIRECTO, 2 AMB A ESTRENAR EN VILLA URQUIZA",/departamento-en-venta-en-villa-urquiza--10409398
2,144999,NaN,37,1,1,,Paraguay al 4000, Palermo,Palermo Soho,DEPARTAMENTO DE 2 AMBIENTES A ESTRENAR EN VENTA EN PALERMO CON AMENITIES GRAN CATEGORÍA,/departamento-en-venta-en-palermo-soho-2-ambientes--6576779
3,124000,NaN,,0,1,0,"Angel J Carranza 1900, Piso 2", Palermo,Palermo Hollywood,"Vendo Hermoso monoambiente totalmente amoblado, excelente, parrilla individual",/departamento-en-venta-en-palermo-hollywood-1-ambiente--10900567
4,145000,11300,55,2,1,19,Rep De Honduras 6000, Palermo,Palermo Hollywood,DUEÑO DIRECTO - Excelente 3 ambientes en Palermo Hollywood,/departamento-en-venta-en-palermo-hollywood-3-ambientes--10359954
